o_time,longitud,latitud,profundidad, nro_est, rms, gap, modelo_vel, error_longitud,error_latitud,error_prof, operador,the_mags
2021-01-01 17:42:34, -71.294, -30.102, 67.0, 9, 0.2, 143, 3, 3.3, 1.3, 2.9, harz, 3.3 L 
2021-01-01 18:52:41, -69.664, -18.062, 127.0, 6, 0.2, 267, p, 5.8, 4.0, 5.4, mdur, 3.2 L 
2021-01-01 19:33:31, -68.775, -23.476, 112.1, 12, 0.3, 115, Q, 2.4, 2.5, 4.3, harz, 4.4 L 
2021-01-01 20:02:08, -68.205, -30.993, 21.4, 14, 0.3, 269, S, 8.1, 2.2, 18.5, mdur, 3.4 L 
2021-01-01 20:52:43, -75.061, -39.470, 16.0, 9, 0.2, 253, J, 7.2, 2.6, 8.1, jaba, 3.2 L 
2021-01-01 23:49:06, -71.176, -33.387, 66.5, 17, 0.2, 79, 3, 1.3, 1.1, 2.4, jaba, 3.3 L 
2021-01-02 00:26:20, -70.580, -34.365, 117.8, 30, 0.2, 164, 0, 2.2, 1.3, 2.2, eatl, 4.1 L 
2021-01-02 02:19:21, -69.200, -28.672, 125.6, 12, 0.3, 194, C, 5.9, 2.6, 8.4, nico, 3.3 L 
2021-01-02 02:24:39, -74.910, -39.633, 22.9, 7, 0.1, 288, 0, 3.8, 1.9, 2.7, eatl, 3.3 L 
2021-01-02 02:41:08, -67.292, -24.252, 178.6, 12, 0.3, 106, Q, 2.7, 2.9, 8.7, eatl, 4.3 L 
2021-01-02 02:51:02, -73.831, -34.984, 16.9, 16, 0.3, 287, J, 4.4, 4.0, 5.7, thor, 3.0 L 
2021-01-02 03:06:07, -67.222, -24.252, 218.8, 12, 0.3, 141, Q, 6.0, 5.3, 19.3, nico, 3.7 L 
2021-01-02 03:13:56, -74.963, -39.855, 23.5, 10, 0.1, 281, 0, 2.9, 3.7, 3.1, eatl, 3.1 L 
2021-01-02 03:30:14, -68.755, -22.668, 115.4, 12, 0.3, 126, Q, 2.8, 1.9, 4.2, nico, 3.8 L 4.0 Mw 
2021-01-02 06:12:45, -74.939, -39.311, 23.7, 8, 0.2, 286, 0, 5.0, 2.2, 3.1, eatl, 3.0 L 
2021-01-02 06:48:06, -71.663, -31.008, 68.7, 16, 0.3, 196, 3, 3.7, 1.2, 4.1, eatl, 3.6 L 
2021-01-02 08:40:21, -68.892, -23.483, 106.2, 11, 0.3, 170, Q, 2.7, 1.9, 4.5, thor, 4.3 L 
2021-01-02 12:34:08, -68.576, -22.029, 136.8, 13, 0.2, 213, Q, 5.0, 1.5, 5.4, mdur, 3.5 L 
2021-01-02 12:54:10, -71.168, -36.696, 211.3, 12, 0.3, 299, J, 14.8, 11.2, 11.5, harz, 3.5 L 
2021-01-02 13:27:17, -74.892, -39.311, 25.7, 8, 0.3, 248, J, 5.7, 2.8, 5.4, jaba, 3.5 L 
2021-01-02 14:44:08, -73.183, -29.464, 12.6, 10, 0.2, 289,  , 30.5, 8.3, 35.7, jaba, 3.8 L 
2021-01-02 19:01:26, -70.401, -31.304, 137.9, 28, 0.3, 160, 3, 4.7, 1.1, 4.5, mdur, 3.5 L 
2021-01-02 19:09:54, -75.022, -39.503, 26.8, 6, 0.3, 341, J, 7.1, 10.6, 5.7, mdur, 3.1 L 
2021-01-02 19:34:07, -70.286, -19.044, 36.4, 17, 0.3, 173, p, 3.5, 1.4, 2.6, harz, 3.0 L 
2021-01-02 22:04:59, -70.667, -24.813, 42.6, 8, 0.2, 196, Q, 5.4, 2.8, 3.8, jaba, 3.1 L 
2021-01-02 22:38:20, -75.017, -39.595, 22.5, 11, 0.3, 292, J, 4.7, 4.1, 4.5, mdur, 3.1 L 
2021-01-02 22:59:30, -67.187, -23.432, 247.5, 10, 0.3, 290, Q, 10.7, 4.2, 11.1, mdur, 3.8 L 
2021-01-02 23:21:17, -58.381, -62.332, 10.0, 3, 0.3, 204,  , 17.9, 7.7, 0.0, PYTH, 5.4 b 5.4 Mw 
2021-01-03 00:36:31, -75.030, -40.319, 21.7, 11, 0.2, 298, J, 4.3, 2.3, 3.6, eatl, 3.1 L 
2021-01-03 02:22:27, -74.944, -39.411, 25.0, 7, 0.2, 286, J, 5.9, 2.7, 4.7, nico, 3.4 L 
2021-01-03 02:30:53, -71.369, -30.084, 72.0, 11, 0.3, 153, 3, 3.7, 1.2, 3.0, thor, 3.3 L 
2021-01-03 10:38:36, -67.200, -24.079, 199.4, 12, 0.3, 146, Q, 4.0, 5.1, 8.3, nico, 3.2 L 
2021-01-03 12:51:09, -69.062, -30.386, 145.1, 15, 0.3, 234, 3, 7.4, 2.1, 8.2, tark, 3.9 L 
2021-01-03 13:20:19, -71.295, -30.869, 52.5, 21, 0.3, 124, C, 3.2, 1.8, 2.8, cris, 4.0 L 4.2 Mw 
2021-01-04 00:23:20, -69.470, -19.723, 93.6, 17, 0.3, 63, p, 2.9, 1.4, 3.1, Jere, 4.4 L 4.4 Mw 
2021-01-04 01:08:51, -72.449, -38.208, 47.4, 13, 0.3, 78, J, 3.7, 1.7, 9.8, yole, 3.7 L 
2021-01-04 05:25:53, -70.195, -28.717, 104.2, 12, 0.3, 149, C, 5.8, 2.4, 4.4, yole, 3.4 L 
2021-01-04 08:46:07, -74.915, -40.329, 33.0, 8, 0.2, 285, J, 5.3, 2.4, 3.2, Jere, 3.5 L 
2021-01-04 09:25:27, -69.566, -24.060, 79.7, 14, 0.3, 113, p, 2.6, 1.9, 4.4, Jere, 3.7 L 
2021-01-04 10:56:19, -75.061, -40.330, 28.4, 13, 0.2, 250, J, 7.2, 4.0, 4.3, yole, 3.8 L 
2021-01-04 13:31:53, -74.013, -38.368, 14.4, 8, 0.2, 249, J, 4.4, 3.2, 1.6, cris, 3.4 L 
2021-01-04 13:49:14, -73.972, -38.473, 8.1, 7, 0.3, 245, J, 6.1, 6.7, 7.3, cris, 3.4 L 
2021-01-04 13:52:46, -68.724, -22.811, 104.4, 14, 0.3, 114, Q, 2.9, 2.3, 4.6, tark, 3.6 L 
2021-01-04 14:00:27, -67.316, -24.266, 173.2, 11, 0.3, 107, Q, 2.6, 3.7, 9.1, tark, 4.4 L 
2021-01-04 14:39:52, -67.217, -24.340, 181.5, 10, 0.3, 137,  , 4.0, 3.7, 8.6, cris, 4.3 L 
2021-01-04 15:06:32, -74.845, -39.334, 16.9, 11, 0.3, 283, J, 6.8, 3.4, 5.4, tito, 4.6 L 4.5 Mw 4.5 Mw 
2021-01-04 16:03:48, -71.354, -36.834, 5.0, 11, 0.3, 161, J, 2.4, 1.8, 0.0, tito, 3.0 L 
2021-01-04 23:47:58, -68.679, -21.865, 115.3, 13, 0.3, 169, p, 3.4, 1.8, 5.1, cris, 3.2 L 
2021-01-05 09:23:26, -74.101, -38.529, 3.8, 10, 0.3, 212, J, 4.2, 1.9, 4.2, Jere, 3.6 L 
2021-01-05 09:24:26, -70.247, -32.932, 113.1, 28, 0.3, 180, 3, 2.7, 1.5, 2.4, Jere, 3.7 L 
2021-01-05 12:14:14, -71.585, -31.819, 48.3, 21, 0.3, 177, 3, 4.7, 1.7, 4.3, cris, 3.3 L 
2021-01-05 15:48:56, -68.892, -20.487, 102.2, 14, 0.3, 213, p, 3.8, 1.6, 3.9, cris, 3.2 L 
2021-01-05 16:01:30, -68.745, -22.125, 131.8, 12, 0.2, 205, Q, 4.0, 1.3, 4.0, tark, 3.6 L 
2021-01-05 16:05:40, -72.445, -27.472, 10.0, 12, 0.3, 250, Q, 9.4, 3.7, 0.0, cris, 4.0 L 
2021-01-05 17:36:04, -70.191, -35.651, 182.3, 19, 0.2, 213, I, 5.3, 2.3, 5.7, tito, 3.6 L 
2021-01-05 18:23:53, -68.851, -22.006, 88.0, 7, 0.2, 255, p, 4.9, 2.2, 5.0, tark, 3.0 L 
2021-01-05 19:12:14, -70.504, -26.003, 51.4, 7, 0.3, 169, Q, 86.5, 2.8, 16.8, tark, 3.8 L 
2021-01-05 21:43:56, -72.118, -33.012, 20.4, 28, 0.3, 258,  , 4.2, 3.2, 12.4, tito, 4.1 L 
2021-01-05 21:47:59, -72.019, -33.030, 35.5, 25, 0.3, 236, 3, 3.5, 2.0, 3.9, cris, 3.4 L 
2021-01-05 22:00:02, -70.555, -31.676, 118.6, 31, 0.3, 152, C, 8.3, 1.5, 4.7, tito, 4.9 L 4.8 Mw 
2021-01-05 22:16:28, -68.128, -21.526, 146.8, 12, 0.3, 233, p, 7.4, 2.2, 9.0, cris, 3.1 L 
2021-01-06 00:35:33, -69.675, -24.320, 74.8, 11, 0.3, 123, 1, 3.0, 1.8, 5.7, Jere, 3.3 L 
2021-01-06 03:03:07, -69.698, -19.862, 70.8, 13, 0.3, 78, p, 2.7, 2.3, 3.9, yole, 3.0 L 
2021-01-06 03:40:25, -71.574, -30.432, 25.1, 8, 0.3, 172, C, 4.7, 1.7, 4.6, tati, 3.3 L 
2021-01-06 10:36:16, -68.645, -21.290, 124.2, 11, 0.2, 229, p, 4.7, 1.6, 4.9, tati, 3.0 L 
2021-01-06 11:26:43, -66.680, -22.991, 204.0, 12, 0.3, 195, 1, 3.1, 4.7, 6.7, Jere, 4.6 L 
2021-01-06 15:33:19, -68.999, -20.530, 94.7, 14, 0.3, 202, p, 3.5, 1.7, 4.2, tark, 3.1 L 
2021-01-06 16:38:41, -69.251, -19.542, 100.1, 19, 0.3, 138, p, 3.4, 1.5, 2.9, cris, 5.1 L 4.9 Mw 
2021-01-06 18:55:44, -72.854, -37.033, 60.0, 7, 0.3, 155, J, 4.9, 2.8, 5.4, cris, 3.3 L 
2021-01-06 19:16:43, -69.017, -21.061, 109.4, 10, 0.2, 203,  , 4.2, 1.6, 4.0, tark, 3.0 L 
2021-01-07 00:09:06, -68.532, -23.305, 103.3, 13, 0.3, 186, 1, 4.0, 2.9, 5.8, yole, 4.0 L 
2021-01-07 01:21:46, -67.506, -24.250, 234.8, 9, 0.3, 243, Q, 8.4, 2.6, 8.7, Jere, 3.9 L 
2021-01-07 02:04:07, -67.521, -24.222, 220.7, 13, 0.3, 234, Q, 5.6, 3.0, 6.7, Jere, 4.2 L 
2021-01-07 02:43:27, -69.296, -26.238, 124.7, 9, 0.3, 148, 4, 4.1, 2.9, 5.3, yole, 3.6 L 
2021-01-07 07:26:56, -83.171, -42.473, 15.0, , , , , , , , PYTH, 5.1 L 
2021-01-07 07:53:27, -71.474, -31.845, 34.3, 33, 0.3, 162,  , 2.6, 0.7, 1.5, Jere, 4.0 L 
2021-01-07 08:55:53, -68.644, -22.182, 119.2, 13, 0.2, 164, p, 2.6, 1.4, 3.9, Jere, 3.4 L 
2021-01-07 16:07:43, -69.903, -21.616, 82.6, 12, 0.3, 148, p, 4.0, 1.5, 3.2, nico, 3.3 L 
2021-01-07 18:19:09, -71.630, -29.804, 32.7, 18, 0.3, 194, 3, 2.7, 1.1, 3.5, tito, 4.4 L 4.4 Mw 
2021-01-07 19:19:50, -71.582, -29.826, 33.8, 18, 0.3, 187, 0, 2.7, 1.1, 2.5, eatl, 4.2 L 
2021-01-07 19:32:01, -68.853, -20.643, 116.5, 12, 0.3, 216, p, 5.4, 1.6, 4.8, nico, 3.0 L 
2021-01-08 00:11:10, -69.735, -23.515, 78.6, 4, 0.2, 193, Q, 4.9, 3.0, 6.0, mdur, 3.5 L 
2021-01-08 00:15:40, -71.287, -27.982, 27.8, 10, 0.3, 226, Q, 5.6, 2.8, 4.8, jaba, 3.0 L 
2021-01-08 01:56:57, -68.576, -21.009, 125.0, 11, 0.2, 241, p, 3.4, 1.2, 3.7, harz, 3.3 L 
2021-01-08 05:45:51, -68.855, -22.261, 107.5, 11, 0.3, 145, Q, 2.7, 1.6, 4.3, harz, 3.5 L 
2021-01-08 10:58:25, -71.323, -30.905, 55.1, 12, 0.3, 138, 3, 3.0, 1.4, 3.3, harz, 3.0 L 
2021-01-08 13:17:56, -69.389, -20.357, 86.4, 14, 0.2, 129, p, 2.6, 1.3, 3.0, eatl, 3.3 L 
2021-01-08 14:09:36, -69.190, -19.692, 100.1, 15, 0.2, 130, p, 2.7, 1.2, 2.1, eatl, 3.3 L 
2021-01-08 18:50:13, -58.395, -62.219, 14.8, 3, 0.1, 250,  , 18.4, 1.5, 6.0, nico, 4.2 L 4.2 S 
2021-01-08 21:02:29, -73.379, -37.287, 57.4, 21, 0.1, 176, J, 1.7, 0.8, 1.8, eatl, 3.5 L 
2021-01-09 00:07:19, -68.569, -21.915, 121.7, 11, 0.3, 244, p, 6.5, 2.4, 6.4, harz, 3.1 L 
2021-01-09 00:08:40, -68.027, -24.201, 146.8, 9, 0.2, 224, Q, 5.9, 2.9, 7.3, mdur, 3.4 L 
2021-01-09 00:20:37, -73.515, -35.892, 5.2, 15, 0.3, 251, J, 4.4, 2.4, 4.6, harz, 3.8 L 
2021-01-09 00:40:42, -67.065, -23.481, 229.0, 11, 0.2, 289, Q, 5.5, 4.7, 7.3, jaba, 4.2 L 
2021-01-09 05:43:56, -73.456, -35.923, 7.7, 6, 0.2, 271, J, 3.4, 2.3, 2.8, mdur, 3.2 L 
2021-01-09 06:05:53, -68.575, -22.445, 113.7, 11, 0.3, 158, p, 4.4, 2.3, 6.5, mdur, 3.4 L 
2021-01-09 06:57:51, -67.421, -24.166, 214.2, 8, 0.3, 296, Q, 11.9, 7.2, 12.0, jaba, 3.2 L 
2021-01-09 07:07:01, -69.354, -30.396, 24.4, 13, 0.2, 249, 3, 4.7, 1.9, 8.0, jaba, 3.8 L 
2021-01-09 07:32:47, -70.161, -28.459, 116.7, 10, 0.2, 165, C, 5.6, 2.6, 6.8, jaba, 3.2 L 
2021-01-09 09:52:50, -67.208, -23.356, 233.4, 13, 0.3, 273, Q, 13.4, 5.9, 17.0, jaba, 3.7 L 
2021-01-09 14:26:57, -69.307, -20.209, 87.1, 12, 0.3, 113, 1, 2.8, 1.4, 3.3, nico, 3.5 L 
2021-01-09 14:41:07, -69.383, -21.007, 88.9, 14, 0.2, 162, p, 2.8, 1.0, 2.5, eatl, 4.1 L 
2021-01-09 16:14:34, -69.010, -21.120, 114.1, 12, 0.3, 204, p, 4.6, 1.5, 4.3, thor, 3.2 L 
2021-01-09 20:02:39, -71.738, -32.138, 34.8, 27, 0.3, 188, 3, 3.1, 1.0, 2.2, nico, 3.5 L 
2021-01-09 22:26:27, -68.640, -21.694, 102.2, 13, 0.2, 235, p, 4.4, 1.5, 4.4, eatl, 3.4 L 
2021-01-10 00:06:34, -67.734, -21.145, 195.3, 13, 0.2, 251, p, 7.2, 2.2, 8.3, harz, 3.9 L 4.3 Mw 
2021-01-10 01:54:40, -68.567, -21.084, 132.5, 13, 0.3, 192, p, 6.2, 2.2, 6.3, jaba, 3.2 L 
2021-01-10 03:27:51, -69.563, -18.580, 114.3, 16, 0.2, 79, p, 2.6, 2.1, 3.0, mdur, 4.0 L 4.2 Mw 
2021-01-10 03:54:11, -66.870, -24.118, 208.3, 10, 0.3, 160,  , 4.8, 4.7, 7.7, mdur, 6.1 L 6.1 Mww 
2021-01-10 04:21:24, -67.222, -23.972, 249.8, 6, 0.2, 298, Q, 8.0, 3.2, 8.0, mdur, 3.4 L 
2021-01-10 06:04:15, -68.268, -23.528, 129.8, 12, 0.3, 185, Q, 4.2, 3.2, 4.6, harz, 3.6 L 
2021-01-10 07:10:28, -71.437, -30.333, 42.0, 9, 0.3, 152, C, 6.2, 2.3, 5.4, jaba, 3.0 L 
2021-01-10 08:05:35, -69.476, -27.941, 114.4, 9, 0.2, 179, Q, 3.7, 1.8, 4.3, jaba, 3.3 L 
2021-01-10 08:15:18, -71.841, -34.700, 50.6, 29, 0.2, 126, 3, 3.2, 1.8, 3.4, jaba, 4.5 L 4.5 Mw 
2021-01-10 11:33:07, -67.466, -24.114, 197.3, 6, 0.1, 306, Q, 3.6, 3.7, 8.0, jaba, 3.4 L 
2021-01-10 15:58:41, -72.635, -35.342, 22.7, 19, 0.2, 196, 0, 2.7, 1.6, 4.7, eatl, 3.0 L 
2021-01-10 19:58:39, -67.132, -23.985, 239.5, 10, 0.3, 249, Q, 16.7, 4.0, 14.3, nico, 3.5 L 
2021-01-10 20:30:21, -68.637, -23.105, 126.6, 13, 0.3, 117, Q, 3.2, 2.4, 4.4, eatl, 3.6 L 
2021-01-10 20:42:17, -66.831, -24.006, 214.3, 12, 0.3, 161, Q, 3.5, 5.2, 6.5, nico, 4.4 L 4.6 Mw 
2021-01-10 22:11:09, -68.593, -22.455, 102.0, 16, 0.3, 154, p, 3.8, 1.7, 5.8, thor, 4.7 L 4.7 Mw 
2021-01-11 10:24:31, -70.142, -31.900, 126.4, 15, 0.2, 204, C, 8.0, 2.1, 5.5, jaba, 3.0 L 
2021-01-11 12:54:46, -68.606, -21.801, 118.5, 11, 0.3, 211, p, 5.3, 1.5, 5.7, Jere, 3.2 L 
2021-01-11 13:47:50, -69.223, -20.430, 116.2, 14, 0.3, 178, p, 5.9, 1.9, 7.0, Jere, 3.0 L 
2021-01-11 14:00:56, -70.865, -26.441, 29.9, 11, 0.3, 220, Q, 5.8, 3.5, 9.8, caro, 3.4 L 
2021-01-11 14:59:36, -69.025, -23.210, 88.0, 11, 0.3, 128, 1, 2.7, 2.1, 5.5, yole, 3.1 L 
2021-01-11 16:10:50, -69.216, -20.233, 96.9, 13, 0.3, 178, p, 4.1, 1.8, 5.2, Jere, 3.2 L 
2021-01-12 03:18:23, -71.519, -30.433, 42.4, 6, 0.3, 198, C, 4.9, 2.2, 4.9, cris, 3.1 L 
2021-01-12 07:55:12, -68.813, -20.949, 104.8, 17, 0.3, 204, p, 4.1, 1.6, 4.6, tito, 4.1 L 
2021-01-12 08:24:24, -69.348, -27.468, 113.9, 9, 0.2, 177, Q, 3.4, 1.9, 4.9, tark, 3.3 L 
2021-01-12 08:56:39, -69.705, -31.661, 153.8, 10, 0.3, 209, 3, 6.5, 1.5, 6.4, tark, 3.1 L 
2021-01-12 11:04:37, -68.716, -21.756, 111.1, 17, 0.2, 170, p, 3.0, 1.3, 4.0, tito, 4.7 L 4.9 Mw 
2021-01-12 11:18:57, -67.613, -24.122, 216.7, 8, 0.3, 292, Q, 10.0, 4.3, 10.1, tark, 3.5 L 
2021-01-12 11:59:34, -68.992, -20.176, 116.7, 17, 0.2, 205, p, 4.1, 1.8, 2.9, caro, 3.4 L 
2021-01-12 12:33:17, -67.274, -24.003, 217.9, 9, 0.3, 297, 0, 20.7, 5.4, 16.4, caro, 3.3 L 
2021-01-12 13:03:15, -71.910, -32.170, 54.2, 12, 0.3, 204, C, 5.4, 2.2, 7.8, yole, 3.1 L 
2021-01-12 13:57:23, -70.988, -30.439, 70.4, 15, 0.3, 90, C, 4.7, 1.7, 3.4, tito, 3.5 L 
2021-01-12 19:06:00, -68.709, -23.618, 100.7, 12, 0.3, 205, 1, 3.1, 3.0, 5.2, Jere, 3.2 L 
2021-01-12 20:25:56, -66.956, -24.025, 200.2, 8, 0.3, 162, 0, 5.3, 11.0, 12.8, caro, 3.8 L 
2021-01-12 20:34:28, -67.282, -22.879, 236.6, 8, 0.3, 289, Q, 15.4, 4.8, 16.8, Jere, 3.4 L 
2021-01-12 20:43:28, -67.187, -24.102, 145.0, 8, 0.3, 163,  , 6.4, 10.1, 19.9, caro, 3.5 L 
2021-01-13 07:57:24, -71.270, -30.630, 49.4, 9, 0.2, 124, 3, 3.0, 1.8, 2.9, tark, 3.7 L 
2021-01-13 08:42:15, -67.094, -24.287, 187.6, 10, 0.3, 144, 1, 3.0, 3.7, 6.4, tark, 4.6 L 
2021-01-13 09:02:34, -69.775, -30.073, 130.6, 13, 0.3, 204, 3, 6.2, 1.9, 4.5, tark, 3.9 L 
2021-01-13 10:17:01, -68.607, -21.743, 114.3, 13, 0.3, 249, Q, 6.2, 2.2, 6.0, tark, 3.4 L 
2021-01-13 15:26:16, -66.989, -23.847, 226.6, 8, 0.2, 314, Q, 8.6, 3.8, 10.0, Jere, 3.5 L 
2021-01-13 16:52:58, -71.246, -29.298, 47.0, 13, 0.3, 93, 0, 3.8, 1.3, 5.1, Jere, 3.8 L 
2021-01-14 00:07:55, -68.449, -21.350, 125.8, 13, 0.3, 220, p, 5.2, 1.7, 6.3, cris, 3.2 L 
2021-01-14 01:58:22, -71.381, -30.582, 46.3, 10, 0.2, 119, 3, 2.3, 1.1, 2.1, tark, 3.4 L 
2021-01-14 06:38:21, -69.798, -21.394, 46.3, 14, 0.3, 115, p, 2.5, 1.1, 2.5, cris, 3.2 L 
2021-01-14 09:15:42, -68.495, -21.372, 121.0, 12, 0.2, 217, p, 4.1, 1.4, 4.6, tark, 3.4 L 
2021-01-14 09:44:57, -71.356, -29.974, 23.0, 12, 0.3, 154, 3, 2.5, 1.2, 3.0, tark, 3.4 L 
2021-01-14 11:58:25, -70.557, -22.257, 31.5, 11, 0.2, 236, 1, 3.3, 1.3, 2.8, tark, 3.8 L 
2021-01-14 15:45:15, -79.120, -44.120, 10.0, , , , , , , , PYTH, 5.0 L 
2021-01-14 17:05:04, -73.942, -34.570, 15.0, 14, 0.3, 269,  , 17.7, 4.0, 0.0, caro, 3.3 L 
2021-01-14 22:30:13, -73.911, -38.242, 28.5, 8, 0.3, 208, J, 5.3, 1.5, 3.4, Jere, 3.2 L 
2021-01-14 23:39:23, -69.061, -20.240, 93.8, 16, 0.3, 188, p, 4.1, 2.1, 4.0, caro, 3.5 L 
2021-01-15 00:04:30, -69.352, -19.652, 99.9, 17, 0.3, 89, p, 3.2, 2.0, 2.9, cris, 3.8 L 
2021-01-15 07:29:14, -68.531, -21.026, 130.1, 11, 0.2, 235, p, 3.7, 1.3, 4.3, cris, 3.1 L 
2021-01-15 11:49:43, -70.414, -34.997, 14.4, 19, 0.3, 190, J, 3.9, 2.1, 6.8, cris, 3.0 L 
2021-01-15 14:28:39, -67.648, -24.079, 250.0, 9, 0.2, 287, Q, 12.4, 4.0, 14.2, jaba, 3.1 L 
2021-01-15 17:45:46, -66.922, -23.047, 271.4, 10, 0.3, 294, Q, 11.8, 4.1, 12.2, harz, 3.6 L 
2021-01-15 18:34:36, -68.433, -21.499, 131.0, 14, 0.2, 220, p, 8.1, 2.7, 7.0, jaba, 3.0 L 
2021-01-15 20:37:57, -67.427, -23.955, 214.5, 8, 0.2, 306, Q, 4.6, 4.2, 4.9, jaba, 4.6 L 
2021-01-15 22:15:03, -67.307, -23.962, 240.3, 10, 0.2, 281, Q, 13.5, 3.7, 11.4, jaba, 3.0 L 
2021-01-16 03:00:48, -77.049, -45.363, 10.0, 11, 0.2, 305,  , 5.3, 5.7, 0.0, nico, 3.1 L 
2021-01-16 03:02:43, -67.258, -21.385, 259.9, 13, 0.3, 263, p, 9.7, 2.6, 9.8, thor, 3.1 L 
2021-01-16 03:53:35, -71.388, -31.023, 66.5, 30, 0.3, 142, 3, 3.0, 0.9, 3.1, nico, 5.1 L 5.1 Mw 
2021-01-16 05:23:49, -67.530, -24.164, 206.1, 11, 0.3, 300, Q, 5.2, 3.5, 6.8, thor, 3.3 L 
2021-01-16 06:13:53, -69.485, -20.616, 86.3, 12, 0.3, 136, p, 3.1, 1.4, 3.5, thor, 3.3 L 
2021-01-16 07:27:00, -71.382, -31.022, 62.7, 26, 0.2, 155, 3, 2.6, 0.9, 2.1, eatl, 3.4 L 
2021-01-16 09:08:06, -70.632, -33.576, 88.9, 34, 0.3, 50, 3, 1.8, 1.1, 1.6, nico, 3.3 L 
2021-01-16 11:10:53, -72.072, -29.929, 31.2, 15, 0.2, 224, 3, 2.7, 1.2, 2.8, eatl, 3.3 L 
2021-01-16 11:25:50, -71.384, -31.031, 64.3, 11, 0.3, 151, 3, 2.9, 1.3, 2.5, thor, 3.2 L 
2021-01-16 11:49:49, -69.168, -19.265, 110.8, 16, 0.2, 176, p, 2.9, 1.4, 2.6, eatl, 3.4 L 
2021-01-16 13:42:30, -68.494, -22.165, 116.0, 15, 0.2, 170, p, 3.2, 1.6, 4.0, jaba, 3.8 L 
2021-01-16 15:12:26, -77.351, -45.352, 20.0, 10, 0.2, 324, J, 8.2, 10.3, 0.0, jaba, 3.5 L 3.6 S 
2021-01-16 16:14:04, -68.800, -20.693, 109.9, 11, 0.3, 220, p, 4.6, 1.6, 4.8, harz, 3.0 L 
2021-01-16 18:59:05, -68.711, -22.113, 109.4, 13, 0.2, 160, p, 2.5, 1.5, 3.7, harz, 3.0 L 
2021-01-16 23:45:12, -67.274, -23.168, 257.2, 11, 0.2, 255, Q, 15.6, 3.7, 13.3, jaba, 3.5 L 
2021-01-17 01:03:16, -71.363, -31.001, 59.4, 16, 0.2, 153, 0, 2.9, 1.2, 3.1, eatl, 3.1 L 
2021-01-17 01:10:13, -67.150, -23.820, 225.0, 11, 0.2, 292, Q, 8.2, 3.4, 9.7, thor, 3.0 L 
2021-01-17 02:38:01, -66.916, -23.275, 215.5, 9, 0.3, 186, Q, 3.6, 5.6, 9.0, eatl, 3.4 L 
2021-01-17 06:06:28, -67.407, -24.074, 216.5, 11, 0.3, 281, Q, 8.1, 3.3, 8.9, thor, 3.1 L 
2021-01-17 08:33:53, -69.433, -18.442, 129.5, 17, 0.2, 87, p, 2.8, 1.7, 2.8, eatl, 3.4 L 
2021-01-17 08:56:41, -70.842, -29.440, 88.8, 11, 0.3, 90, 0, 3.4, 1.9, 4.6, nico, 3.1 L 
2021-01-17 12:24:09, -67.180, -23.954, 228.5, 8, 0.3, 313,  , 5.8, 5.2, 5.8, harz, 4.4 L 
2021-01-17 12:24:33, -71.096, -34.978, 94.9, 32, 0.3, 130, 3, 3.3, 1.5, 2.9, jaba, 4.8 L 4.8 Mw 
2021-01-17 12:32:12, -71.416, -31.818, 49.4, 31, 0.3, 158, 3, 3.7, 1.1, 3.0, harz, 4.5 L 4.5 Mw 
2021-01-17 13:07:20, -72.080, -29.894, 33.2, 13, 0.2, 240, C, 7.0, 2.2, 5.2, jaba, 3.2 L 
2021-01-17 16:14:51, -67.789, -22.523, 188.9, 11, 0.2, 250, Q, 9.3, 3.1, 14.7, jaba, 3.2 L 
2021-01-17 16:25:40, -67.574, -24.227, 219.4, 7, 0.3, 278, Q, 12.2, 4.6, 11.0, harz, 3.3 L 
2021-01-17 18:21:40, -71.190, -29.452, 55.0, 11, 0.2, 114, Q, 2.8, 1.4, 2.0, jaba, 3.5 L 
2021-01-17 23:50:32, -68.807, -20.571, 105.6, 12, 0.2, 220, p, 6.0, 1.7, 3.7, jaba, 3.0 L 
2021-01-18 00:07:08, -71.383, -31.030, 66.1, 16, 0.3, 154, 3, 3.2, 1.3, 3.3, nico, 3.5 L 
2021-01-18 01:35:55, -70.281, -22.162, 55.4, 11, 0.3, 209, p, 4.2, 1.4, 4.8, thor, 3.0 L 
2021-01-18 01:48:33, -69.491, -32.486, 110.1, 25, 0.3, 211, C, 6.1, 2.1, 6.0, tito, 4.5 L 4.4 Mw 
2021-01-18 01:51:48, -68.704, -22.124, 122.6, 12, 0.3, 207, p, 5.5, 1.6, 5.5, thor, 3.0 L 
2021-01-18 02:23:25, -68.395, -22.647, 14.2, 13, 0.3, 161, S, 2.0, 1.4, 4.0, nico, 3.0 L 
2021-01-18 05:37:14, -70.588, -32.754, 103.8, 14, 0.3, 214, 3, 3.8, 3.4, 3.8, thor, 3.5 L 
2021-01-18 05:45:57, -71.527, -30.153, 36.6, 28, 0.3, 181,  , 3.7, 1.4, 2.2, thor, 4.8 L 
2021-01-18 13:30:39, -67.287, -23.984, 232.2, 6, 0.2, 299, Q, 18.9, 5.6, 14.5, jaba, 3.0 L 
2021-01-18 14:01:44, -71.369, -31.025, 62.7, 9, 0.3, 165, 3, 4.4, 1.9, 3.8, harz, 3.4 L 
2021-01-18 15:11:08, -72.768, -32.399, 16.4, 18, 0.2, 313, 3, 6.6, 3.0, 10.2, jaba, 3.7 L 
