o_time,longitud,latitud,profundidad, nro_est, rms, gap, modelo_vel, error_longitud,error_latitud,error_prof, operador,the_mags
2020-12-22 12:45:37, -70.525, -32.499, 101.6, 32, 0.3, 147, 3, 2.8, 1.1, 2.9, nico, 4.3 L 4.2 Mw 
2020-12-22 17:30:46, -68.842, -20.968, 114.3, 11, 0.3, 219, p, 6.4, 1.8, 5.6, thor, 3.0 L 
2020-12-22 19:10:39, -68.893, -21.206, 117.2, 13, 0.3, 198, p, 5.0, 1.4, 4.6, thor, 3.2 L 
2020-12-22 23:48:14, -71.849, -33.726, 42.4, 12, 0.2, 268, 3, 2.7, 2.0, 2.7, thor, 3.0 L 
2020-12-23 03:31:30, -67.403, -24.132, 199.1, 9, 0.3, 291,  , 7.2, 5.3, 10.0, mdur, 3.7 L 
2020-12-23 05:02:51, -67.421, -24.143, 217.7, 7, 0.2, 295, Q, 10.6, 4.1, 9.7, mdur, 3.2 L 
2020-12-23 06:45:58, -68.923, -21.324, 88.9, 16, 0.1, 196, p, 3.1, 1.0, 3.2, jaba, 3.3 L 
2020-12-23 08:21:22, -67.166, -24.006, 230.0, 9, 0.2, 314, Q, 6.1, 4.3, 7.6, jaba, 4.0 L 
2020-12-23 08:31:37, -71.203, -34.746, 69.4, 17, 0.2, 148, J, 3.4, 2.3, 3.0, jaba, 3.4 L 
2020-12-23 11:34:36, -67.603, -24.218, 207.0, 9, 0.3, 283, Q, 7.2, 4.8, 6.1, jaba, 3.7 L 
2020-12-23 11:38:55, -67.688, -24.053, 233.4, 7, 0.2, 316, Q, 10.2, 5.5, 12.2, mdur, 3.5 L 
2020-12-23 15:41:12, -70.208, -27.327, 91.3, 5, 0.2, 119, Q, 2.7, 1.6, 3.8, nico, 3.1 L 
2020-12-23 15:56:18, -67.000, -23.129, 255.6, 10, 0.3, 292,  , 18.1, 4.5, 15.4, nico, 3.9 L 
2020-12-23 20:05:54, -68.432, -21.036, 147.2, 11, 0.2, 216, p, 5.4, 1.2, 5.1, nico, 3.2 L 
2020-12-23 20:20:14, -69.096, -30.332, 27.1, 11, 0.3, 242, 3, 4.0, 2.1, 4.6, thor, 3.3 L 
2020-12-23 22:41:08, -68.835, -21.165, 115.8, 13, 0.2, 176, p, 3.7, 1.6, 4.4, nico, 3.1 L 
2020-12-24 00:05:17, -71.172, -32.174, 61.5, 16, 0.3, 207, 3, 6.7, 4.8, 7.5, jaba, 3.2 L 
2020-12-24 02:17:35, -67.437, -24.216, 209.4, 9, 0.2, 289, Q, 6.0, 4.6, 8.0, jaba, 3.3 L 
2020-12-24 02:26:01, -67.616, -24.246, 221.1, 11, 0.3, 240, Q, 8.8, 2.8, 9.5, mdur, 4.3 L 4.3 Mw 
2020-12-24 02:41:54, -67.525, -22.049, 207.6, 14, 0.2, 269, p, 15.0, 4.6, 15.1, jaba, 3.3 L 
2020-12-24 07:20:51, -69.779, -23.089, 63.0, 13, 0.2, 130, p, 2.9, 1.4, 4.8, jaba, 4.2 L 
2020-12-24 07:38:21, -67.501, -24.247, 204.6, 9, 0.3, 287, Q, 8.8, 5.6, 9.2, jaba, 3.4 L 
2020-12-24 11:22:41, -69.796, -32.089, 129.1, 20, 0.3, 212, C, 6.7, 1.9, 6.3, mdur, 3.4 L 
2020-12-24 13:31:06, -69.614, -17.704, 148.4, 13, 0.3, 116, p, 4.5, 3.1, 4.7, nico, 3.4 L 
2020-12-24 14:15:21, -72.097, -31.430, 32.7, 25, 0.2, 229, J, 3.6, 1.4, 3.4, thor, 4.6 L 4.7 Mw 
2020-12-24 15:02:00, -70.984, -34.774, 98.3, 16, 0.3, 91, J, 3.5, 2.2, 3.5, nico, 3.2 L 
2020-12-24 16:06:48, -71.789, -31.275, 35.5, 8, 0.3, 213, 3, 4.8, 1.8, 3.8, nico, 3.1 L 
2020-12-24 16:47:13, -74.440, -37.424, 17.1, 8, 0.3, 250, J, 7.2, 2.2, 4.8, nico, 3.4 L 
2020-12-24 21:42:14, -71.182, -28.503, 40.3, 11, 0.3, 178, 3, 3.0, 1.6, 2.8, thor, 3.7 L 
2020-12-24 22:24:40, -67.588, -24.180, 217.6, 11, 0.3, 280, Q, 7.5, 3.2, 8.2, thor, 3.4 L 
2020-12-25 00:32:43, -70.691, -18.699, 36.2, 14, 0.3, 196, p, 3.2, 2.0, 3.1, jaba, 3.2 L 
2020-12-25 01:56:19, -70.486, -21.400, 56.7, 16, 0.3, 193, p, 4.5, 2.2, 7.3, nico, 3.4 L 
2020-12-25 02:12:17, -70.254, -27.230, 90.5, 5, 0.2, 127, Q, 2.6, 1.8, 3.6, mdur, 3.0 L 
2020-12-25 03:57:20, -66.955, -23.539, 197.7, 8, 0.2, 291, Q, 17.4, 5.0, 28.3, jaba, 3.3 L 
2020-12-25 05:22:53, -67.449, -23.996, 214.9, 8, 0.3, 295, Q, 5.7, 4.6, 5.6, jaba, 3.5 L 
2020-12-25 07:01:30, -71.410, -32.182, 51.3, 30, 0.2, 181, 3, 3.0, 1.0, 2.7, jaba, 4.4 L 4.4 Mw 
2020-12-25 07:06:54, -69.467, -17.887, 138.2, 13, 0.2, 210,  , 3.3, 2.2, 3.2, mdur, 3.3 L 
2020-12-25 09:37:16, -68.677, -22.387, 119.0, 14, 0.3, 151, Q, 4.4, 2.1, 6.0, mdur, 4.2 L 4.4 Mw 
2020-12-25 09:55:39, -66.878, -23.914, 220.0, 16, 0.2, 92, Q, 1.7, 2.5, 5.1, mdur, 4.9 L 4.3 Mw 
2020-12-25 10:39:45, -69.461, -24.410, 96.2, 9, 0.3, 134, Q, 2.9, 1.8, 4.5, mdur, 3.2 L 
2020-12-25 10:46:20, -68.440, -21.049, 143.1, 11, 0.2, 240, Q, 5.9, 2.1, 7.0, jaba, 3.2 L 
2020-12-25 11:03:51, -68.552, -22.142, 131.9, 14, 0.3, 171, Q, 4.7, 1.8, 6.0, mdur, 3.4 L 
2020-12-25 14:36:57, -73.854, -38.096, 44.4, 11, 0.3, 197, J, 5.2, 1.2, 2.9, thor, 3.1 L 
2020-12-25 15:15:24, -71.643, -35.704, 77.3, 11, 0.2, 85, J, 3.0, 1.4, 3.4, thor, 3.1 L 
2020-12-25 15:17:02, -73.515, -36.185, 9.7, 11, 0.3, 243, J, 3.8, 1.7, 2.8, thor, 3.1 L 
2020-12-25 15:28:42, -73.502, -36.203, 13.2, 11, 0.3, 244, 3, 4.4, 1.9, 3.0, thor, 3.0 L 
2020-12-25 17:19:50, -70.688, -24.791, 48.0, 6, 0.3, 189, 1, 23.2, 2.8, 6.8, ncio, 3.1 L 
2020-12-25 18:33:25, -70.533, -20.886, 32.0, 11, 0.3, 217, p, 3.2, 1.2, 3.3, nico, 3.0 L 
2020-12-25 18:41:46, -73.576, -36.168, 29.8, 13, 0.3, 246, J, 5.3, 2.3, 3.9, nico, 3.1 L 
2020-12-25 19:37:54, -73.572, -36.187, 29.9, 12, 0.3, 254, J, 5.7, 2.2, 3.9, nico, 3.2 L 
2020-12-25 19:42:42, -72.806, -36.978, 39.9, 11, 0.3, 139, J, 3.4, 3.0, 3.7, nico, 3.1 L 
2020-12-25 21:02:39, -73.806, -36.135, 18.2, 13, 0.3, 262, J, 4.8, 2.0, 5.0, thor, 3.8 L 
2020-12-25 21:39:25, -70.553, -20.896, 34.6, 15, 0.3, 195, p, 3.3, 1.3, 2.9, nico, 4.2 L 
2020-12-25 23:23:20, -70.513, -20.892, 34.6, 11, 0.3, 227, p, 3.2, 1.1, 2.3, nico, 3.3 L 
2020-12-25 23:43:53, -71.382, -30.284, 51.5, 12, 0.3, 147, 3, 2.8, 1.4, 3.5, nico, 3.7 L 
2020-12-25 23:46:25, -71.690, -30.440, 24.1, 11, 0.3, 201, 3, 2.8, 1.0, 4.1, thor, 3.2 L 
2020-12-25 23:52:11, -71.393, -17.516, 41.7, 17, 0.3, 142, 1, 3.3, 4.5, 6.2, tito, 4.6 L 
2020-12-25 23:59:16, -68.700, -22.668, 108.5, 11, 0.3, 130, Q, 3.4, 2.3, 4.9, jaba, 3.2 L 
2020-12-26 00:22:22, -76.705, -46.331, 20.0, 14, 0.3, 294,  , 6.0, 4.0, 0.0, mdur, 3.9 L 
2020-12-26 00:27:57, -75.613, -46.063, 15.6, 9, 0.1, 266, J, 22.5, 4.7, 9.6, jaba, 3.4 L 
2020-12-26 00:47:23, -67.609, -21.328, 213.5, 10, 0.3, 253, p, 8.9, 2.8, 9.4, jaba, 3.4 L 
2020-12-26 00:51:10, -69.123, -22.874, 93.4, 10, 0.2, 101, p, 2.1, 1.6, 3.8, jaba, 3.0 L 
2020-12-26 01:36:37, -75.653, -46.678, 18.7, 7, 0.2, 299,  , 8.9, 4.4, 5.5, mdur, 3.4 L 
2020-12-26 01:46:57, -76.417, -46.428, 20.0, 11, 0.3, 307,  , 5.7, 4.1, 0.0, jaba, 4.2 L 
2020-12-26 01:52:31, -76.083, -46.495, 15.8, 10, 0.3, 318,  , 11.3, 9.5, 8.8, mdur, 3.3 L 
2020-12-26 02:03:13, -76.004, -45.925, 20.0, 7, 0.3, 308,  , 6.8, 5.4, 0.0, mdur, 3.2 L 
2020-12-26 02:19:23, -76.517, -46.127, 10.0, 15, 0.2, 282, J, 8.7, 4.3, 0.0, jaba, 4.3 L 4.6 S 
2020-12-26 02:23:16, -76.031, -46.522, 17.8, 17, 0.2, 289,  , 5.1, 3.5, 3.5, mdur, 4.0 L 4.2 S 
2020-12-26 02:34:13, -75.786, -46.296, 24.4, 7, 0.2, 273, J, 12.1, 6.8, 0.0, jaba, 3.1 L 
2020-12-26 02:42:06, -68.155, -23.698, 132.6, 12, 0.3, 197, Q, 3.8, 2.4, 4.2, mdur, 3.1 L 
2020-12-26 03:53:20, -76.665, -46.221, 20.0, 17, 0.2, 293,  , 4.6, 3.5, 0.0, mdur, 4.0 L 4.2 S 
2020-12-26 04:14:04, -76.118, -46.279, 20.0, 5, 0.3, 307, J, 88.9, 10.0, 0.0, jaba, 3.0 L 
2020-12-26 04:29:37, -68.797, -21.383, 118.0, 13, 0.2, 202, p, 3.2, 1.0, 3.2, mdur, 3.3 L 
2020-12-26 04:37:10, -66.270, -22.570, 256.5, 10, 0.3, 101, Q, 3.7, 4.5, 6.3, jaba, 4.7 L 4.5 Mw 
2020-12-26 06:17:19, -69.349, -25.433, 121.8, 13, 0.3, 93, Q, 4.8, 1.8, 7.6, mdur, 3.9 L 
2020-12-26 06:19:22, -74.894, -38.159, 20.0, 5, 0.3, 321,  , 6.7, 4.8, 0.0, mdur, 3.2 L 
2020-12-26 08:35:13, -72.043, -32.939, 18.4, 19, 0.2, 252, 3, 3.3, 2.8, 2.9, jaba, 3.8 L 
2020-12-26 08:40:13, -75.626, -46.099, 20.0, 5, 0.1, 327, J, 28.4, 10.9, 0.0, jaba, 3.0 L 
2020-12-26 09:13:26, -72.131, -33.174, 20.0, 18, 0.2, 292, 3, 20.7, 5.0, 30.5, jaba, 3.0 L 
2020-12-26 10:15:51, -70.127, -19.198, 54.6, 11, 0.3, 164, p, 3.0, 1.7, 4.6, mdur, 3.2 L 
2020-12-26 12:20:31, -67.051, -24.109, 166.3, 8, 0.3, 162, 0, 5.4, 9.6, 13.7, caro, 3.4 L 
2020-12-26 17:16:34, -71.500, -31.974, 43.7, 14, 0.3, 168, 3, 4.0, 1.2, 3.0, Jere, 3.0 L 
2020-12-26 18:23:10, -68.956, -22.781, 94.9, 12, 0.3, 199, p, 8.4, 2.3, 7.5, yole, 3.2 L 
2020-12-26 20:32:26, -69.182, -20.879, 112.2, 15, 0.3, 184, p, 5.3, 1.7, 4.9, Jere, 3.0 L 
2020-12-26 22:25:27, -70.951, -33.828, 65.6, 15, 0.3, 170, C, 2.2, 2.6, 2.9, yole, 3.2 L 
2020-12-26 23:27:45, -70.205, -22.191, 32.5, 12, 0.3, 168, p, 4.8, 2.2, 5.0, yole, 3.7 L 
2020-12-27 00:10:04, -68.543, -21.300, 131.7, 16, 0.2, 186, p, 3.9, 1.3, 4.2, mabs, 4.2 L 
2020-12-27 01:05:25, -75.150, -39.300, 25.0, , , , , , , , ERB, 3.9  3.9 Ml 
2020-12-27 03:55:23, -68.411, -21.084, 145.7, 14, 0.2, 224, p, 3.9, 1.3, 4.3, cris, 3.0 L 
2020-12-27 13:50:56, -76.196, -46.485, 25.0, 7, 0.3, 341, J, 7.4, 8.5, 0.0, Jere, 3.5 L 3.5 S 
2020-12-27 13:55:21, -69.516, -19.116, 115.4, 20, 0.3, 99, p, 3.6, 1.6, 3.7, Jere, 5.1 L 5.1 Mw 
2020-12-27 14:20:20, -70.808, -20.730, 34.5, 11, 0.3, 259, p, 5.0, 2.5, 4.6, yole, 3.3 L 
2020-12-27 19:29:26, -69.601, -29.051, 114.0, 11, 0.3, 191, C, 5.9, 2.4, 6.2, Jere, 3.1 L 
2020-12-27 20:48:35, -71.593, -30.712, 34.7, 30, 0.3, 146, C, 2.5, 1.3, 1.8, yole, 4.6 L 4.4 Mw 
2020-12-27 21:39:17, -74.915, -39.345, 27.2, 15, 0.2, 285, J, 4.9, 2.0, 3.7, caro, 6.3 L 6.7 Mww 
2020-12-27 22:02:40, -74.951, -39.436, 18.0, 11, 0.3, 286, J, 9.3, 3.7, 9.1, caro, 3.7 L 4.6 S 
2020-12-27 22:19:13, -74.888, -39.335, 24.6, 9, 0.3, 273, J, 9.1, 3.3, 10.1, yole, 3.5 L 
2020-12-27 22:28:48, -68.292, -21.547, 152.0, 16, 0.3, 218, p, 7.5, 2.1, 7.8, caro, 3.2 L 
2020-12-27 22:39:18, -75.088, -39.350, 22.7, 11, 0.3, 246, J, 5.3, 3.0, 4.8, caro, 3.6 L 
2020-12-27 23:16:51, -74.914, -39.534, 29.8, 10, 0.2, 324, J, 6.5, 8.1, 4.2, caro, 3.6 L 
2020-12-28 00:05:40, -74.994, -39.312, 25.5, 6, 0.3, 289, J, 7.6, 3.3, 5.7, cris, 3.4 L 
2020-12-28 00:07:19, -74.852, -39.324, 23.2, 7, 0.3, 283, J, 5.6, 2.6, 4.1, cris, 3.4 L 
2020-12-28 00:09:02, -75.104, -39.373, 20.0, 11, 0.3, 246, J, 4.6, 2.7, 4.4, mabs, 4.4 L 4.6 Mw 
2020-12-28 00:17:20, -75.171, -39.659, 26.3, 7, 0.3, 255, J, 5.4, 2.7, 5.1, cris, 3.3 L 
2020-12-28 00:29:52, -75.013, -39.462, 24.8, 8, 0.2, 251, J, 4.6, 2.1, 5.7, cris, 3.2 L 
2020-12-28 00:46:05, -74.913, -39.400, 16.3, 6, 0.3, 286, J, 6.6, 3.2, 4.8, cris, 3.2 L 
2020-12-28 01:05:27, -75.011, -39.415, 23.5, 10, 0.3, 242, J, 5.8, 2.8, 7.6, mabs, 3.9 L 4.4 Mw 4.0 Mw 
2020-12-28 01:15:06, -74.998, -39.540, 17.6, 5, 0.3, 287, J, 8.1, 4.3, 7.3, mabs, 3.0 L 
2020-12-28 01:51:07, -75.011, -39.326, 16.0, 7, 0.3, 289, J, 6.3, 4.6, 4.6, mabs, 3.1 L 
2020-12-28 02:30:42, -74.910, -39.390, 16.6, 8, 0.3, 248, J, 3.5, 2.7, 3.4, mabs, 3.3 L 
2020-12-28 03:24:43, -67.527, -24.055, 193.7, 7, 0.3, 310,  , 19.7, 5.6, 16.6, mabs, 3.8 L 
2020-12-28 03:31:33, -74.985, -39.409, 25.0, 7, 0.3, 289, J, 6.0, 2.7, 5.7, cris, 3.6 L 
2020-12-28 03:37:58, -74.860, -39.439, 21.8, 4, 0.3, 285, J, 8.2, 3.1, 5.1, cris, 3.1 L 
2020-12-28 03:40:47, -74.978, -39.524, 20.0, 8, 0.3, 286, J, 5.9, 3.0, 0.0, mabs, 3.5 L 
2020-12-28 03:44:09, -70.284, -22.582, 67.5, 11, 0.3, 181, Q, 4.7, 2.1, 5.2, cris, 3.2 L 
2020-12-28 04:20:43, -75.006, -39.624, 21.0, 10, 0.3, 268, J, 5.9, 3.4, 5.2, cris, 3.2 L 
2020-12-28 06:09:11, -74.964, -39.454, 20.0, 13, 0.3, 250, J, 4.7, 2.4, 0.0, cris, 4.4 L 4.6 MW 
2020-12-28 06:44:07, -70.370, -24.630, 50.5, 11, 0.2, 99, Q, 2.7, 1.1, 1.6, cris, 4.2 L 
2020-12-28 07:11:44, -74.890, -39.445, 15.0, 6, 0.3, 246, J, 51.1, 3.9, 49.6, mabs, 3.4 L 
2020-12-28 07:25:06, -71.706, -30.669, 34.8, 11, 0.3, 204, 3, 3.5, 1.6, 2.9, mabs, 3.0 L 
2020-12-28 08:51:19, -74.963, -39.497, 19.9, 9, 0.3, 286, J, 5.5, 2.9, 4.5, tito, 3.7 L 4.1 Mw 
2020-12-28 08:53:20, -68.891, -20.907, 100.6, 13, 0.2, 212, p, 3.1, 1.0, 3.4, mabs, 3.5 L 
2020-12-28 10:46:50, -75.008, -39.325, 22.6, 8, 0.3, 271, J, 5.5, 2.8, 4.7, mabs, 4.2 L 
2020-12-28 12:57:09, -75.043, -39.375, 33.4, 8, 0.2, 289, J, 11.8, 4.1, 7.1, yole, 3.5 L 
2020-12-28 13:03:12, -75.047, -39.385, 13.7, 8, 0.3, 289, J, 9.7, 3.2, 10.6, tati, 3.5 L 
2020-12-28 13:36:34, -75.000, -39.452, 23.1, 8, 0.3, 251, J, 10.6, 3.5, 8.3, yole, 3.3 L 
2020-12-28 13:48:52, -74.748, -39.379, 34.3, 6, 0.3, 279, J, 10.8, 3.4, 5.4, yole, 3.0 L 
2020-12-28 14:39:37, -75.033, -39.580, 19.7, 9, 0.3, 288, J, 8.1, 5.2, 9.7, tati, 3.5 L 
2020-12-28 15:58:33, -75.066, -39.474, 18.1, 15, 0.2, 237, J, 3.3, 1.7, 3.6, yole, 4.2 L 4.6 Mw 
2020-12-28 16:04:50, -68.799, -21.271, 116.4, 11, 0.2, 203, p, 4.4, 1.3, 4.1, tati, 3.0 L 
2020-12-28 16:23:58, -68.966, -21.157, 111.2, 11, 0.2, 194, p, 3.8, 1.2, 3.7, tati, 3.8 L 4.0 Mw 
2020-12-28 16:59:28, -75.022, -39.608, 16.4, 7, 0.2, 288, J, 5.6, 3.2, 5.2, tati, 3.3 L 
2020-12-28 17:30:30, -74.949, -39.356, 17.1, 5, 0.2, 341, J, 8.2, 16.9, 9.8, yole, 3.3 L 
2020-12-28 17:46:55, -67.291, -23.946, 243.5, 10, 0.3, 281, Q, 12.5, 5.1, 12.0, yole, 3.3 L 
2020-12-28 18:55:38, -71.132, -27.463, 42.6, 9, 0.3, 191, 0, 4.4, 2.7, 3.0, tati, 3.1 L 
2020-12-28 19:12:43, -74.999, -39.371, 28.8, 5, 0.3, 288, J, 10.1, 4.2, 7.0, yole, 3.0 L 
2020-12-28 20:21:49, -67.039, -23.104, 246.9, 9, 0.3, 279, Q, 13.8, 4.7, 16.8, yole, 3.1 L 
2020-12-28 21:32:44, -67.672, -24.212, 231.6, 8, 0.3, 265, Q, 12.5, 4.1, 10.9, tati, 3.4 L 
2020-12-28 21:59:52, -71.350, -28.697, 26.8, 11, 0.3, 196, C, 4.5, 2.0, 6.6, yole, 3.6 L 
2020-12-28 22:14:12, -71.778, -31.528, 43.9, 13, 0.3, 205, 4, 4.4, 1.4, 2.8, tati, 3.2 L 
2020-12-29 01:52:55, -69.380, -19.175, 116.6, 13, 0.3, 168, p, 3.9, 2.1, 4.2, cris, 3.5 L 
2020-12-29 05:45:05, -70.969, -18.525, 29.7, 12, 0.3, 214, p, 4.0, 3.1, 4.5, cris, 3.9 L 
2020-12-29 06:27:12, -75.076, -39.541, 21.5, 9, 0.3, 253, J, 6.4, 3.3, 5.2, cris, 3.1 L 
2020-12-29 06:44:40, -75.060, -39.664, 20.0, 14, 0.3, 270, J, 4.1, 3.7, 0.0, cris, 4.0 L 
2020-12-29 06:49:36, -68.694, -21.263, 124.0, 15, 0.2, 208, p, 4.6, 1.4, 4.7, cris, 3.8 L 
2020-12-29 07:33:02, -69.416, -23.884, 81.9, 8, 0.3, 130, p, 3.5, 2.9, 5.2, mabs, 3.2 L 
2020-12-29 08:36:37, -75.018, -39.356, 22.1, 6, 0.2, 290, J, 6.0, 4.2, 4.2, mabs, 3.3 L 
2020-12-29 09:01:02, -75.033, -39.345, 17.6, 7, 0.2, 289, J, 4.8, 2.5, 3.9, mabs, 3.4 L 
2020-12-29 11:31:14, -75.020, -39.364, 18.2, 9, 0.3, 251, J, 4.5, 2.3, 4.4, mabs, 3.4 L 
2020-12-29 12:35:11, -71.761, -34.799, 38.4, 18, 0.3, 121, 0, 2.7, 2.0, 2.0, tati, 3.0 L 
2020-12-29 12:35:43, -68.594, -21.003, 127.5, 12, 0.3, 216, p, 5.5, 1.6, 6.1, yole, 3.0 L 
2020-12-29 12:58:13, -75.078, -39.531, 20.0, 11, 0.3, 253, J, 4.9, 2.9, 4.8, yole, 3.9 L 4.5 Mw 
2020-12-29 13:57:41, -71.178, -28.217, 57.6, 13, 0.3, 207, C, 5.3, 3.0, 3.6, yole, 3.5 L 
2020-12-29 14:35:11, -67.466, -23.977, 226.4, 12, 0.3, 293,  , 15.4, 5.7, 13.8, tati, 3.9 L 
2020-12-29 16:31:55, -71.224, -27.892, 45.3, 9, 0.3, 207, 4, 6.2, 2.3, 5.6, tati, 3.1 L 
2020-12-29 17:31:59, -70.782, -34.375, 96.0, 28, 0.3, 137, 3, 2.6, 1.5, 3.0, yole, 4.6 L 4.6 Mw 
2020-12-29 19:29:29, -71.997, -39.404, 103.1, 21, 0.3, 96, J, 3.5, 1.8, 2.9, yole, 4.8 L 4.8 Mw 
2020-12-29 19:50:25, -73.346, -34.150, 17.3, 12, 0.3, 266, J, 4.5, 3.8, 5.3, tati, 3.1 L 
2020-12-29 21:42:17, -68.182, -21.127, 147.2, 14, 0.2, 225, p, 5.1, 1.5, 5.9, tati, 3.2 L 
2020-12-29 23:29:30, -71.404, -31.090, 28.8, 9, 0.3, 164, 4, 3.0, 1.5, 4.5, tati, 3.0 L 
2020-12-30 01:06:37, -70.703, -18.971, 32.7, 10, 0.3, 227, p, 4.0, 2.0, 3.9, mabs, 3.1 L 
2020-12-30 01:26:01, -74.858, -39.294, 7.3, 6, 0.3, 283, J, 19.8, 3.9, 28.0, cris, 3.4 L 
2020-12-30 02:43:09, -74.971, -39.613, 29.6, 9, 0.3, 286, J, 4.7, 5.5, 3.9, cris, 3.3 L 
2020-12-30 04:44:36, -67.396, -24.030, 216.1, 9, 0.3, 307, Q, 9.7, 4.5, 10.9, cris, 3.4 L 
2020-12-30 05:29:38, -69.043, -20.852, 109.5, 12, 0.2, 198, p, 2.9, 1.3, 3.3, cris, 3.1 L 
2020-12-30 08:38:24, -75.073, -39.426, 21.9, 13, 0.2, 244, J, 4.2, 2.0, 4.0, tito, 3.3 L 
2020-12-30 10:17:00, -75.065, -39.790, 34.0, 7, 0.3, 283, J, 8.6, 4.6, 6.4, mabs, 3.5 L 
2020-12-30 12:03:18, -71.867, -32.035, 28.5, 31, 0.2, 199,  , 4.0, 1.3, 3.7, jaba, 4.2 L 
2020-12-30 13:08:48, -68.336, -23.624, 113.4, 12, 0.2, 230, p, 2.5, 2.2, 2.6, jaba, 3.5 L 
2020-12-30 15:26:39, -70.523, -21.836, 38.3, 9, 0.3, 211, p, 3.7, 2.2, 4.2, harz, 3.1 L 
2020-12-30 15:42:17, -74.807, -39.387, 26.9, 7, 0.2, 323,  , 11.6, 9.7, 7.8, jaba, 3.0 L 
2020-12-30 19:06:27, -74.831, -39.384, 33.1, 7, 0.2, 305, J, 5.9, 5.7, 4.8, jaba, 3.4 L 
2020-12-30 19:37:42, -67.508, -24.209, 202.3, 11, 0.3, 291, Q, 13.8, 5.9, 18.1, jaba, 3.0 L 
2020-12-30 20:42:58, -74.994, -39.693, 34.6, 6, 0.2, 275, J, 3.8, 2.7, 2.8, harz, 3.7 L 
2020-12-30 20:47:57, -71.100, -29.422, 62.3, 13, 0.2, 99, Q, 2.2, 1.2, 3.4, jaba, 3.0 L 
2020-12-30 21:23:05, -69.020, -21.285, 108.2, 15, 0.2, 191, p, 4.7, 1.3, 4.2, jaba, 3.2 L 
2020-12-30 22:24:18, -74.820, -39.200, 22.7, 8, 0.2, 280, J, 6.9, 3.4, 4.7, jaba, 3.6 L 
2020-12-30 22:44:47, -75.021, -39.467, 25.0, 6, 0.3, 325, J, 8.3, 9.8, 7.7, harz, 3.4 L 
2020-12-30 23:11:11, -68.324, -23.626, 110.6, 9, 0.3, 241, p, 5.2, 4.8, 5.1, jaba, 3.1 L 
2020-12-30 23:47:12, -67.502, -24.257, 205.7, 7, 0.2, 312, Q, 24.7, 11.4, 20.0, jaba, 3.2 L 
2020-12-31 00:07:33, -71.600, -31.006, 72.7, 13, 0.3, 185, 3, 5.2, 1.4, 4.1, nico, 3.7 L 
2020-12-31 00:43:03, -67.304, -24.079, 228.1, 8, 0.2, 309, Q, 13.4, 6.2, 13.6, nico, 3.1 L 
2020-12-31 00:51:46, -67.710, -24.179, 225.4, 11, 0.3, 251, Q, 8.0, 2.8, 8.0, thor, 3.2 L 
2020-12-31 04:11:27, -73.805, -38.449, 28.6, 11, 0.3, 155, J, 5.4, 3.1, 3.1, nico, 3.4 L 
2020-12-31 05:42:41, -72.059, -30.635, 23.3, 13, 0.3, 241, 3, 3.4, 1.9, 5.1, nico, 3.8 L 
2020-12-31 05:45:27, -70.851, -27.661, 55.4, 8, 0.3, 168, Q, 4.4, 1.9, 6.3, nico, 3.2 L 
2020-12-31 07:44:05, -73.313, -34.153, 14.6, 19, 0.3, 283, J, 4.9, 1.9, 5.4, thor, 3.4 L 
2020-12-31 09:05:35, -67.197, -23.087, 255.7, 11, 0.3, 274, Q, 9.9, 2.8, 10.2, thor, 3.1 L 
2020-12-31 10:11:07, -67.466, -24.120, 203.0, 11, 0.3, 231, Q, 11.6, 3.3, 11.5, thor, 3.0 L 
2020-12-31 10:48:45, -74.228, -41.727, 29.6, 11, 0.3, 215, J, 5.2, 1.6, 3.4, thor, 3.4 L 
2020-12-31 11:27:12, -74.096, -41.741, 46.4, 6, 0.2, 247, J, 8.0, 2.9, 6.3, nico, 3.1 L 
2020-12-31 12:55:15, -68.482, -22.998, 109.6, 12, 0.3, 138, Q, 2.9, 2.5, 5.7, jaba, 3.3 L 
2020-12-31 13:24:35, -67.381, -22.694, 246.1, 11, 0.3, 264, Q, 11.2, 3.0, 11.5, mdur, 3.1 L 
2020-12-31 18:54:52, -74.831, -39.568, 24.6, 6, 0.2, 302, J, 10.3, 12.9, 12.6, jaba, 3.3 L 
2020-12-31 19:12:38, -67.187, -23.116, 251.1, 10, 0.3, 280, Q, 12.9, 3.9, 13.4, mdur, 3.2 L 
2020-12-31 19:35:10, -68.491, -22.043, 121.4, 13, 0.2, 173, p, 3.5, 1.6, 4.8, jaba, 3.5 L 
2020-12-31 21:13:14, -66.548, -22.916, 252.0, 14, 0.3, 190, Q, 5.2, 4.9, 10.5, tito, 4.5 L 
2020-12-31 23:28:35, -69.143, -33.151, 14.6, 23, 0.3, 259, S, 2.4, 1.5, 2.5, mdur, 3.2 L 
2020-12-31 23:35:51, -71.814, -31.580, 33.8, 17, 0.3, 212, 3, 5.8, 1.7, 5.8, jaba, 3.2 L 
2021-01-01 03:43:49, -67.425, -24.128, 234.3, 11, 0.3, 242, Q, 10.2, 4.2, 9.9, nico, 3.2 L 
2021-01-01 05:03:45, -75.038, -39.215, 55.0, 7, 0.1, 277,  , 10.2, 5.4, 64.9, thor, 3.2 L 
2021-01-01 13:11:59, -71.181, -36.866, 125.8, 9, 0.3, 195, J, 7.3, 3.8, 5.9, mdur, 3.1 L 
2021-01-01 15:54:40, -67.139, -23.935, 238.5, 7, 0.3, 299, p, 16.3, 6.5, 16.6, jaba, 3.2 L 
